# x_k, theta_k, xd_k, thetad_k, tau_k, x_k+1, theta_k+1, xd_k+1, thetad_k+1
-4.818130930713273030e-01,-2.295302560925100988e-01,2.243043105948427929e-01,8.383631111569442851e-01,-3.593750000000000000e-01,-4.796029412682478732e-01,-2.191775763011364897e-01,2.287488845962569184e-01,9.321063815277333964e-01
-4.796029412682478732e-01,-2.191775763011364897e-01,2.287488845962569184e-01,9.321063815277333964e-01,-3.710937500000000000e-01,-4.772546549774759339e-01,-2.077168460146334994e-01,2.333102753110158079e-01,1.216531985948196004e+00
-4.772546549774759339e-01,-2.077168460146334994e-01,2.333102753110158079e-01,1.216531985948196004e+00,-3.750000000000000000e-01,-4.749063686867039946e-01,-1.967171748805190135e-01,2.420779753368359211e-01,1.198422490535657081e+00
-4.749063686867039946e-01,-1.967171748805190135e-01,2.420779753368359211e-01,1.198422490535657081e+00,-3.750000000000000000e-01,-4.722818134205470919e-01,-1.862168389216842523e-01,2.596147033409487159e-01,9.001484484467824343e-01
-4.722818134205470919e-01,-1.862168389216842523e-01,2.596147033409487159e-01,9.001484484467824343e-01,-3.554687500000000000e-01,-4.697953926420826432e-01,-1.751138915529958928e-01,2.476738931008305722e-01,1.171790879634864835e+00
-4.697953926420826432e-01,-1.751138915529958928e-01,2.476738931008305722e-01,1.171790879634864835e+00,-3.437500000000000000e-01,-4.671708373759257960e-01,-1.654910224567359700e-01,2.700665501597754870e-01,9.736516945329694028e-01
-4.671708373759257960e-01,-1.654910224567359700e-01,2.700665501597754870e-01,9.736516945329694028e-01,-3.281250000000000000e-01,-4.644081476220763838e-01,-1.540408018915640498e-01,2.690776677812032336e-01,1.194161432791530197e+00
-4.644081476220763838e-01,-1.540408018915640498e-01,2.690776677812032336e-01,1.194161432791530197e+00,-3.164062500000000000e-01,-4.616454578682270826e-01,-1.439853445987167857e-01,2.762692388558076195e-01,9.885653966374131629e-01
-4.616454578682270826e-01,-1.439853445987167857e-01,2.762692388558076195e-01,9.885653966374131629e-01,-2.929687500000000000e-01,-4.587446336266852720e-01,-1.338577008567830851e-01,2.779870846188007838e-01,9.001484484467824343e-01
-4.587446336266852720e-01,-1.338577008567830851e-01,2.779870846188007838e-01,9.001484484467824343e-01,-2.734375000000000000e-01,-4.558438093851434614e-01,-1.220740990141662985e-01,2.869019694302011314e-01,1.118527657833279898e+00
-4.558438093851434614e-01,-1.220740990141662985e-01,2.869019694302011314e-01,1.118527657833279898e+00,-2.734375000000000000e-01,-4.528048506559091968e-01,-1.114150599768508332e-01,3.086499443994043523e-01,1.150485590914230860e+00
-4.528048506559091968e-01,-1.114150599768508332e-01,3.086499443994043523e-01,1.150485590914230860e+00,-2.851562500000000000e-01,-4.496277574389824228e-01,-9.922045449955785301e-02,3.028429341422829713e-01,1.145159268734072588e+00
-4.496277574389824228e-01,-9.922045449955785301e-02,3.028429341422829713e-01,1.145159268734072588e+00,-2.890625000000000000e-01,-4.468650676851329551e-01,-8.815001381167326955e-02,2.967061167954558876e-01,1.140898210989945705e+00
-4.468650676851329551e-01,-8.815001381167326955e-02,2.967061167954558876e-01,1.140898210989945705e+00,-2.968750000000000000e-01,-4.438261089558986905e-01,-7.587539682472861646e-02,3.104844165800843547e-01,1.320927900679301992e+00
-4.438261089558986905e-01,-7.587539682472861646e-02,3.104844165800843547e-01,1.320927900679301992e+00,-3.125000000000000000e-01,-4.405108812512795735e-01,-6.516483276733014973e-02,3.210295244584884244e-01,1.025849651898522508e+00
-4.405108812512795735e-01,-6.516483276733014973e-02,3.210295244584884244e-01,1.025849651898522508e+00,-3.085937500000000000e-01,-4.373337880343527995e-01,-5.545774921205007951e-02,3.118434612966566877e-01,9.353021748358283372e-01
-4.373337880343527995e-01,-5.545774921205007951e-02,3.118434612966566877e-01,9.353021748358283372e-01,-3.007812500000000000e-01,-4.342948293051184794e-01,-4.609105302334415982e-02,3.064607798101197655e-01,9.779127522770962866e-01
-4.342948293051184794e-01,-4.609105302334415982e-02,3.064607798101197655e-01,9.779127522770962866e-01,-3.046875000000000000e-01,-4.312558705758842148e-01,-3.666205306393902075e-02,3.095494269583068947e-01,9.949569832536033775e-01
-4.312558705758842148e-01,-3.666205306393902075e-02,3.095494269583068947e-01,9.949569832536033775e-01,-3.125000000000000000e-01,-4.280787773589574408e-01,-2.751007313572398708e-02,3.175582009896512070e-01,9.076052994990042588e-01
-4.280787773589574408e-01,-2.751007313572398708e-02,3.175582009896512070e-01,9.076052994990042588e-01,-3.085937500000000000e-01,-4.249016841420306112e-01,-1.850810618964835244e-02,3.284455976567345337e-01,8.511462843893244923e-01
-4.249016841420306112e-01,-1.850810618964835244e-02,3.284455976567345337e-01,8.511462843893244923e-01,-3.242187500000000000e-01,-4.218627254127963466e-01,-9.215351367444212308e-03,3.014382583389429437e-01,9.257147949115430707e-01
-4.218627254127963466e-01,-9.215351367444212308e-03,3.014382583389429437e-01,9.257147949115430707e-01,-3.085937500000000000e-01,-4.185474977081771741e-01,6.124568880951983935e-05,3.196421503010198895e-01,8.735168375459900769e-01
-4.185474977081771741e-01,6.124568880951983935e-05,3.196421503010198895e-01,8.735168375459900769e-01,-3.242187500000000000e-01,-4.155085389789429096e-01,8.867547165570137391e-03,3.146617150652266659e-01,8.863000107783705062e-01
-4.155085389789429096e-01,8.867547165570137391e-03,3.146617150652266659e-01,8.863000107783705062e-01,-3.398437500000000000e-01,-4.123314457620161355e-01,1.840375187076096625e-02,3.172482332189561216e-01,9.416937614520186628e-01
-4.123314457620161355e-01,1.840375187076096625e-02,3.172482332189561216e-01,9.416937614520186628e-01,-3.515625000000000000e-01,-4.091543525450893615e-01,2.742221522236521283e-02,3.138041866979567884e-01,9.001484484467824343e-01
-4.091543525450893615e-01,2.742221522236521283e-02,3.138041866979567884e-01,9.001484484467824343e-01,-3.710937500000000000e-01,-4.061153938158550969e-01,3.572916768387220110e-02,3.049722874473549949e-01,8.117315002561517057e-01
-4.061153938158550969e-01,3.572916768387220110e-02,3.049722874473549949e-01,8.117315002561517057e-01,-3.828125000000000000e-01,-4.030764350866207768e-01,4.319739566127011460e-02,3.120273379158506888e-01,7.286408742456795817e-01
-4.030764350866207768e-01,4.319739566127011460e-02,3.120273379158506888e-01,7.286408742456795817e-01,-4.023437500000000000e-01,-4.000374763573865122e-01,4.969741542071279272e-02,2.992093134709437052e-01,6.476807771072706776e-01
-4.000374763573865122e-01,4.969741542071279272e-02,2.992093134709437052e-01,6.476807771072706776e-01,-3.984375000000000000e-01,-3.969985176281522476e-01,5.571166543100755653e-02,2.987884846193671340e-01,5.944175553056859629e-01
-3.969985176281522476e-01,5.571166543100755653e-02,2.987884846193671340e-01,5.944175553056859629e-01,-3.945312500000000000e-01,-3.942358278743028355e-01,6.138524051488068733e-02,2.840158014983072410e-01,5.560680356085448972e-01
-3.942358278743028355e-01,6.138524051488068733e-02,2.840158014983072410e-01,5.560680356085448972e-01,-4.140625000000000000e-01,-3.913350036327609693e-01,6.675098600720437425e-02,2.905676383253162909e-01,5.539375067364814553e-01
-3.913350036327609693e-01,6.675098600720437425e-02,2.905676383253162909e-01,5.539375067364814553e-01,-4.296875000000000000e-01,-3.885723138789116682e-01,7.210289120900753579e-02,2.786141064036821158e-01,5.496764489923546826e-01
-3.885723138789116682e-01,7.210289120900753579e-02,2.786141064036821158e-01,5.496764489923546826e-01,-4.257812500000000000e-01,-3.856714896373698576e-01,7.702011598360691824e-02,2.657755459838783696e-01,4.900216405745798642e-01
-3.856714896373698576e-01,7.702011598360691824e-02,2.657755459838783696e-01,4.900216405745798642e-01,-4.296875000000000000e-01,-3.830469343712129549e-01,8.120810348654318445e-02,2.741695761266944031e-01,4.026699568199808010e-01
-3.830469343712129549e-01,8.120810348654318445e-02,2.741695761266944031e-01,4.026699568199808010e-01,-4.453125000000000000e-01,-3.802842446173635982e-01,8.457609150660443109e-02,2.778924813019674200e-01,3.856257258434736546e-01
-3.802842446173635982e-01,8.457609150660443109e-02,2.778924813019674200e-01,3.856257258434736546e-01,-4.570312500000000000e-01,-3.776596893512066955e-01,8.850197395852600624e-02,2.621682500431757323e-01,4.293015677207731584e-01
-3.776596893512066955e-01,8.850197395852600624e-02,2.621682500431757323e-01,4.293015677207731584e-01,-4.843750000000000000e-01,-3.751732685727423577e-01,9.198237255595423378e-02,2.556518181255625910e-01,3.163835375014135143e-01
-3.751732685727423577e-01,9.198237255595423378e-02,2.556518181255625910e-01,3.163835375014135143e-01,-4.960937500000000000e-01,-3.726868477942778535e-01,9.262486456030460946e-02,2.490044557756714849e-01,-8.948221262666240794e-02
-3.726868477942778535e-01,9.262486456030460946e-02,2.490044557756714849e-01,-8.948221262666240794e-02,-4.804687500000000000e-01,-3.695097545773511349e-01,9.185871871096969177e-02,2.396750802735433117e-01,-6.178533728983832268e-02
-3.695097545773511349e-01,9.185871871096969177e-02,2.396750802735433117e-01,-6.178533728983832268e-02,-4.062500000000000000e-01,-3.678521407250414654e-01,9.100406080916022267e-02,2.349385466562289027e-01,-1.033306502950744471e-01
-3.678521407250414654e-01,9.100406080916022267e-02,2.349385466562289027e-01,-1.033306502950744471e-01,-4.687500000000000000e-01,-3.655038544342695261e-01,8.976091456699200610e-02,2.444329713991771347e-01,-1.033306502950744471e-01
-3.655038544342695261e-01,8.976091456699200610e-02,2.444329713991771347e-01,-1.033306502950744471e-01,-4.414062500000000000e-01,-3.630174336558051329e-01,8.899648667077923736e-02,2.429371183562331060e-01,-4.793689962142628352e-02
-3.630174336558051329e-01,8.899648667077923736e-02,2.429371183562331060e-01,-4.793689962142628352e-02,-4.453125000000000000e-01,-3.605310128773407397e-01,8.897720618205116894e-02,2.435669154026759153e-01,2.343581759269729517e-02
-3.605310128773407397e-01,8.897720618205116894e-02,2.435669154026759153e-01,2.343581759269729517e-02,-4.453125000000000000e-01,-3.580445920988762354e-01,9.023163980126477912e-02,2.492424983699792762e-01,1.960086562298319068e-01
-3.580445920988762354e-01,9.023163980126477912e-02,2.492424983699792762e-01,1.960086562298319068e-01,-4.687500000000000000e-01,-3.555581713204118421e-01,9.260408706870057460e-02,2.523118238888146236e-01,2.748382244961773413e-01
-3.555581713204118421e-01,9.260408706870057460e-02,2.523118238888146236e-01,2.748382244961773413e-01,-4.921875000000000000e-01,-3.532098850296399029e-01,9.562246682124679598e-02,2.371755582385340622e-01,3.376888262220473780e-01
-3.532098850296399029e-01,9.562246682124679598e-02,2.371755582385340622e-01,3.376888262220473780e-01,4.882812500000000000e-01,-3.508615987388679081e-01,9.958298637111882845e-02,2.302451396168624376e-01,4.335626254648999867e-01
-3.508615987388679081e-01,9.958298637111882845e-02,2.302451396168624376e-01,4.335626254648999867e-01,4.765625000000000000e-01,-3.482370434727111164e-01,1.035641482275538872e-01,2.400179367491411253e-01,3.632551726868080699e-01
-3.482370434727111164e-01,1.035641482275538872e-01,2.400179367491411253e-01,3.632551726868080699e-01,4.453125000000000000e-01,-3.461650261573240850e-01,1.062011308360671369e-01,2.150623735213332832e-01,2.290318537468144511e-01
-3.461650261573240850e-01,1.062011308360671369e-01,2.150623735213332832e-01,2.290318537468144511e-01,4.375000000000000000e-01,-3.440930088419370536e-01,1.057920571755626843e-01,2.227063658354580256e-01,-7.989483270237714152e-02
-3.440930088419370536e-01,1.057920571755626843e-01,2.227063658354580256e-01,-7.989483270237714152e-02,4.296875000000000000e-01,-3.420209915265500777e-01,1.032643758846286952e-01,2.050218338247370709e-01,-2.141181516423707742e-01
-3.420209915265500777e-01,1.032643758846286952e-01,2.050218338247370709e-01,-2.141181516423707742e-01,4.492187500000000000e-01,-3.399489742111629909e-01,1.008924047898487886e-01,2.029582091078322437e-01,-2.407497625431631594e-01
-3.399489742111629909e-01,1.008924047898487886e-01,2.029582091078322437e-01,-2.407497625431631594e-01,4.492187500000000000e-01,-3.380150913834684689e-01,9.752997004951206861e-02,1.937580316683120418e-01,-3.323625040418888843e-01
-3.380150913834684689e-01,9.752997004951206861e-02,1.937580316683120418e-01,-3.323625040418888843e-01,4.726562500000000000e-01,-3.360812085557738915e-01,9.466363118625231721e-02,1.921105698387226279e-01,-2.535329357755434776e-01
-3.360812085557738915e-01,9.466363118625231721e-02,1.921105698387226279e-01,-2.535329357755434776e-01,4.726562500000000000e-01,-3.341473257280793696e-01,9.249135295314693528e-02,1.965659149334919586e-01,-1.906823340496734409e-01
-3.341473257280793696e-01,9.249135295314693528e-02,1.965659149334919586e-01,-1.906823340496734409e-01,4.843750000000000000e-01,-3.322134429003847922e-01,9.093761807174209622e-02,1.961476187877674304e-01,-1.331580545039618979e-01
-3.322134429003847922e-01,9.093761807174209622e-02,1.961476187877674304e-01,-1.331580545039618979e-01,4.726562500000000000e-01,-3.301414255849978718e-01,9.009881417945145299e-02,1.948231374192248011e-01,-5.219795736555307014e-02
-3.301414255849978718e-01,9.009881417945145299e-02,1.948231374192248011e-01,-5.219795736555307014e-02,4.726562500000000000e-01,-3.280694082696108405e-01,8.979058286866392624e-02,2.116114469307038837e-01,-1.278317323238034424e-02
-3.280694082696108405e-01,8.979058286866392624e-02,2.116114469307038837e-01,-1.278317323238034424e-02,-3.789062500000000000e-01,-3.261355254419162630e-01,8.976916850085217559e-02,1.999677656911605927e-01,3.408846195301424437e-02
-3.261355254419162630e-01,8.976916850085217559e-02,1.999677656911605927e-01,3.408846195301424437e-02,-2.812500000000000000e-01,-3.236491046634518698e-01,9.060553720213807005e-02,2.491115186507828760e-01,1.118527657833280065e-01
-3.236491046634518698e-01,9.060553720213807005e-02,2.491115186507828760e-01,1.118527657833280065e-01,-2.148437500000000000e-01,-3.208864149096025131e-01,9.548343222040317491e-02,2.761507277073815825e-01,7.765777738671058028e-01
-3.208864149096025131e-01,9.548343222040317491e-02,2.761507277073815825e-01,7.765777738671058028e-01,-1.757812500000000000e-01,-3.179855906680607025e-01,1.141643176805823695e-01,2.835455306361179262e-01,2.307362768444651824e+00
-3.179855906680607025e-01,1.141643176805823695e-01,2.835455306361179262e-01,2.307362768444651824e+00,-2.109375000000000000e-01,-3.146703629634414190e-01,1.397202363334583142e-01,3.250063767388606806e-01,2.702575874212410856e+00
-3.146703629634414190e-01,1.397202363334583142e-01,3.250063767388606806e-01,2.702575874212410856e+00,-2.890625000000000000e-01,-3.113551352588221910e-01,1.689475410292078927e-01,3.443554438433659715e-01,3.051982609230806887e+00
-3.113551352588221910e-01,1.689475410292078927e-01,3.443554438433659715e-01,3.051982609230806887e+00,-3.906250000000000000e-01,-3.080399075542029630e-01,2.017651673354784181e-01,3.279420962334677614e-01,3.405650401993329357e+00
-3.080399075542029630e-01,2.017651673354784181e-01,3.279420962334677614e-01,3.405650401993329357e+00,5.000000000000000000e-01,-3.048628143372762445e-01,2.379716547989114972e-01,3.242734897583280929e-01,3.684749684233634248e+00
-3.048628143372762445e-01,2.379716547989114972e-01,3.242734897583280929e-01,3.684749684233634248e+00,3.632812500000000000e-01,-3.016857211203494704e-01,2.675416793036468066e-01,3.091019644204201500e-01,2.592853637301146374e+00
-3.016857211203494704e-01,2.675416793036468066e-01,3.091019644204201500e-01,2.592853637301146374e+00,2.617187500000000000e-01,-2.991993003418850217e-01,2.872417913079091112e-01,2.563556603032502434e-01,1.837581152154674324e+00
-2.991993003418850217e-01,2.872417913079091112e-01,2.563556603032502434e-01,1.837581152154674324e+00,2.187500000000000000e-01,-2.967128795634206284e-01,3.024049571430248995e-01,2.433850175452489939e-01,1.346494247144062850e+00
-2.967128795634206284e-01,3.024049571430248995e-01,2.433850175452489939e-01,1.346494247144062850e+00,1.875000000000000000e-01,-2.947789967357261065e-01,3.132960793037369851e-01,1.925392252119859926e-01,1.106809749036931523e+00
-2.947789967357261065e-01,3.132960793037369851e-01,1.925392252119859926e-01,1.106809749036931523e+00,1.601562500000000000e-01,-2.929832483957239830e-01,3.213662185603158861e-01,1.815487850522853885e-01,6.838997679323483014e-01
-2.929832483957239830e-01,3.213662185603158861e-01,1.815487850522853885e-01,6.838997679323483014e-01,1.523437500000000000e-01,-2.916019035187993325e-01,3.278609290116599184e-01,1.370206305615497555e-01,6.892260901125067951e-01
-2.916019035187993325e-01,3.278609290116599184e-01,1.370206305615497555e-01,6.892260901125067951e-01,1.523437500000000000e-01,-2.903586931295670803e-01,3.334835319766890072e-01,1.200728189466998830e-01,6.040049352299712293e-01
-2.903586931295670803e-01,3.334835319766890072e-01,1.200728189466998830e-01,6.040049352299712293e-01,1.523437500000000000e-01,-2.892536172280273932e-01,3.395013765792403437e-01,1.097774684792680588e-01,5.954828197417176838e-01
-2.892536172280273932e-01,3.395013765792403437e-01,1.097774684792680588e-01,5.954828197417176838e-01,1.406250000000000000e-01,-2.884248103018725584e-01,3.437184445295681789e-01,8.752374756027218872e-02,5.283711602717208189e-01
-2.884248103018725584e-01,3.437184445295681789e-01,8.752374756027218872e-02,5.283711602717208189e-01,1.250000000000000000e-01,-2.878722723511026871e-01,3.472477351360308551e-01,5.522224931650648871e-02,2.950782487807795951e-01
-2.878722723511026871e-01,3.472477351360308551e-01,5.522224931650648871e-02,2.950782487807795951e-01,1.250000000000000000e-01,-2.873197344003328157e-01,3.490951018332748568e-01,5.644208809220233741e-02,2.641855801358604094e-01
-2.873197344003328157e-01,3.490951018332748568e-01,5.644208809220233741e-02,2.641855801358604094e-01,1.132812500000000000e-01,-2.867671964495629999e-01,3.496897712553463378e-01,5.435958382158956326e-02,5.219795736555307014e-02
-2.867671964495629999e-01,3.496897712553463378e-01,5.435958382158956326e-02,5.219795736555307014e-02,8.203125000000000000e-02,-2.864909274741780365e-01,3.490904692252109198e-01,2.738599140983442176e-02,-5.219795736555307014e-02
-2.864909274741780365e-01,3.490904692252109198e-01,2.738599140983442176e-02,-5.219795736555307014e-02,4.687500000000000000e-02,-2.863527929864855825e-01,3.477387804412709893e-01,1.364237524468509856e-02,-1.139832946553913928e-01
-2.863527929864855825e-01,3.477387804412709893e-01,1.364237524468509856e-02,-1.139832946553913928e-01,3.125000000000000000e-02,-2.863527929864855825e-01,3.460071874530893377e-01,-0.000000000000000000e+00,-1.502022854804690444e-01
-2.863527929864855825e-01,3.460071874530893377e-01,-0.000000000000000000e+00,-1.502022854804690444e-01,1.171875000000000000e-02,-2.863527929864855825e-01,3.451654690832853811e-01,-0.000000000000000000e+00,3.195793308095085800e-02
-2.863527929864855825e-01,3.451654690832853811e-01,-0.000000000000000000e+00,3.195793308095085800e-02,-7.812500000000000000e-03,-2.863527929864855825e-01,3.466909531054827576e-01,-0.000000000000000000e+00,2.269013248747510647e-01
-2.863527929864855825e-01,3.466909531054827576e-01,-0.000000000000000000e+00,2.269013248747510647e-01,-4.687500000000000000e-02,-2.863527929864855825e-01,3.500090375559742895e-01,-0.000000000000000000e+00,4.324973610288683212e-01
-2.863527929864855825e-01,3.500090375559742895e-01,-0.000000000000000000e+00,4.324973610288683212e-01,-9.375000000000000000e-02,-2.863527929864855825e-01,3.553516723600588234e-01,-0.000000000000000000e+00,6.146575795902882167e-01
-2.863527929864855825e-01,3.553516723600588234e-01,-0.000000000000000000e+00,6.146575795902882167e-01,-1.445312500000000000e-01,-2.863527929864855825e-01,3.625304305203854716e-01,-0.000000000000000000e+00,7.989483270237714985e-01
-2.863527929864855825e-01,3.625304305203854716e-01,-0.000000000000000000e+00,7.989483270237714985e-01,-2.187500000000000000e-01,-2.863527929864855825e-01,3.709655666139508035e-01,-0.000000000000000000e+00,9.342369103997968383e-01
-2.863527929864855825e-01,3.709655666139508035e-01,-0.000000000000000000e+00,9.342369103997968383e-01,-2.929687500000000000e-01,-2.864909274741780365e-01,3.799579428323210384e-01,-1.317846497740268220e-02,9.480853480682087664e-01
-2.864909274741780365e-01,3.799579428323210384e-01,-1.317846497740268220e-02,9.480853480682087664e-01,-3.671875000000000000e-01,-2.867671964495629999e-01,3.893261380944779693e-01,-2.859713890752502152e-02,9.171926794232895253e-01
-2.867671964495629999e-01,3.893261380944779693e-01,-2.859713890752502152e-02,9.171926794232895253e-01,-4.570312500000000000e-01,-2.871815999126403618e-01,3.969351139882987822e-01,-3.947792547468532282e-02,7.946872692796446147e-01
-2.871815999126403618e-01,3.969351139882987822e-01,-3.947792547468532282e-02,7.946872692796446147e-01,4.570312500000000000e-01,-2.878722723511026871e-01,4.021160538491407865e-01,-7.214809153547047105e-02,4.580637074936289022e-01
-2.878722723511026871e-01,4.021160538491407865e-01,-7.214809153547047105e-02,4.580637074936289022e-01,3.789062500000000000e-01,-2.889773482526424297e-01,4.036607812500185855e-01,-1.133673541428838055e-01,1.193096168355498587e-01
-2.889773482526424297e-01,4.036607812500185855e-01,-1.133673541428838055e-01,1.193096168355498587e-01,3.281250000000000000e-01,-2.904968276172595898e-01,4.025397223786812972e-01,-1.467827074997374581e-01,-1.161138235274547792e-01
-2.904968276172595898e-01,4.025397223786812972e-01,-1.467827074997374581e-01,-1.161138235274547792e-01,2.890625000000000000e-01,-2.924307104449541117e-01,3.979289463215847089e-01,-1.868100525041581639e-01,-5.720470021490203782e-01
-2.924307104449541117e-01,3.979289463215847089e-01,-1.868100525041581639e-01,-5.720470021490203782e-01,2.539062500000000000e-01,-2.943645932726486891e-01,3.909963872273915508e-01,-2.058755927747035752e-01,-5.965480841777494048e-01
-2.943645932726486891e-01,3.909963872273915508e-01,-2.058755927747035752e-01,-5.965480841777494048e-01,2.382812500000000000e-01,-2.967128795634206284e-01,3.808664408579828242e-01,-2.346777837152726476e-01,-1.080178138136138832e+00
-2.967128795634206284e-01,3.808664408579828242e-01,-2.346777837152726476e-01,-1.080178138136138832e+00,2.226562500000000000e-01,-2.994755693172699851e-01,3.693970627225572900e-01,-2.722961035208386615e-01,-1.150485590914230860e+00
-2.994755693172699851e-01,3.693970627225572900e-01,-2.722961035208386615e-01,-1.150485590914230860e+00,1.992187500000000000e-01,-3.023763935588118512e-01,3.556179778561573412e-01,-2.852473090354004093e-01,-1.315601578499143720e+00
-3.023763935588118512e-01,3.556179778561573412e-01,-2.852473090354004093e-01,-1.315601578499143720e+00,2.070312500000000000e-01,-3.054153522880461158e-01,3.407825581216403221e-01,-3.073920019742041876e-01,-1.368864800300728435e+00
-3.054153522880461158e-01,3.407825581216403221e-01,-3.073920019742041876e-01,-1.368864800300728435e+00,1.875000000000000000e-01,-3.085924455049728343e-01,3.261357872024828186e-01,-3.198217920637590472e-01,-1.378452180225013590e+00
-3.085924455049728343e-01,3.261357872024828186e-01,-3.198217920637590472e-01,-1.378452180225013590e+00,1.718750000000000000e-01,-3.119076732095921178e-01,3.100007326476363900e-01,-3.291531026723970577e-01,-1.542502903373894618e+00
-3.119076732095921178e-01,3.100007326476363900e-01,-3.291531026723970577e-01,-1.542502903373894618e+00,1.523437500000000000e-01,-3.154991698895962537e-01,2.926828622082643383e-01,-3.490876179766413956e-01,-1.726793650807377789e+00
-3.154991698895962537e-01,2.926828622082643383e-01,-3.490876179766413956e-01,-1.726793650807377789e+00,1.445312500000000000e-01,-3.189525320819079357e-01,2.743568249548428151e-01,-3.565929948216757794e-01,-1.792840045841343155e+00
-3.189525320819079357e-01,2.743568249548428151e-01,-3.565929948216757794e-01,-1.792840045841343155e+00,1.445312500000000000e-01,-3.226821632496045811e-01,2.558662709159143511e-01,-3.664201003746535568e-01,-1.691639924418332219e+00
-3.226821632496045811e-01,2.558662709159143511e-01,-3.664201003746535568e-01,-1.691639924418332219e+00,1.445312500000000000e-01,-3.262736599296087725e-01,2.369632028591179551e-01,-3.701368345109913860e-01,-1.832254829974515609e+00
-3.262736599296087725e-01,2.369632028591179551e-01,-3.701368345109913860e-01,-1.832254829974515609e+00,1.445312500000000000e-01,-3.302795600726902703e-01,2.179413698891218276e-01,-3.854280043522429477e-01,-1.899366489444512585e+00
-3.302795600726902703e-01,2.179413698891218276e-01,-3.854280043522429477e-01,-1.899366489444512585e+00,1.367187500000000000e-01,-3.340091912403869712e-01,2.002206460763483187e-01,-3.930355248660802880e-01,-1.758751583888328973e+00
-3.340091912403869712e-01,2.002206460763483187e-01,-3.930355248660802880e-01,-1.758751583888328973e+00,1.445312500000000000e-01,-3.380150913834684689e-01,1.823604540361592752e-01,-3.978302550960677864e-01,-1.827993772230389169e+00
-3.380150913834684689e-01,1.823604540361592752e-01,-3.978302550960677864e-01,-1.827993772230389169e+00,1.367187500000000000e-01,-3.421591260142425317e-01,1.642202091624772875e-01,-4.043865112836572684e-01,-1.842907474334832818e+00
-3.421591260142425317e-01,1.642202091624772875e-01,-4.043865112836572684e-01,-1.842907474334832818e+00,1.328125000000000000e-01,-3.469938330834788642e-01,1.460693457410661700e-01,-3.932480936920881298e-01,-1.775795814864836064e+00
-3.469938330834788642e-01,1.460693457410661700e-01,-3.932480936920881298e-01,-1.775795814864836064e+00,7.812500000000000000e-02,-3.501709263004056383e-01,1.278547009694889769e-01,-4.171579886090981404e-01,-1.775795814864836064e+00
-3.501709263004056383e-01,1.278547009694889769e-01,-4.171579886090981404e-01,-1.775795814864836064e+00,1.718750000000000000e-01,-3.541768264434872471e-01,1.080727732871792635e-01,-3.966188181603669261e-01,-2.078330914697837262e+00
-3.541768264434872471e-01,1.080727732871792635e-01,-3.966188181603669261e-01,-2.078330914697837262e+00,1.914062500000000000e-01,-3.583208610742611988e-01,8.939863319889627957e-02,-4.200319235396404172e-01,-1.775795814864836064e+00
-3.583208610742611988e-01,8.939863319889627957e-02,-4.200319235396404172e-01,-1.775795814864836064e+00,1.953125000000000000e-01,-3.623267612173428076e-01,7.297005052790155044e-02,-4.043112590833704556e-01,-1.539307110065799566e+00
-3.623267612173428076e-01,7.297005052790155044e-02,-4.043112590833704556e-01,-1.539307110065799566e+00,2.070312500000000000e-01,-3.663326613604243054e-01,5.813823538123963353e-02,-3.928078504167795137e-01,-1.457281748491359163e+00
-3.663326613604243054e-01,5.813823538123963353e-02,-3.928078504167795137e-01,-1.457281748491359163e+00,1.875000000000000000e-01,-3.703385615035059697e-01,4.386299010641475649e-02,-4.021532549958813374e-01,-1.416801699922154656e+00
-3.703385615035059697e-01,4.386299010641475649e-02,-4.021532549958813374e-01,-1.416801699922154656e+00,2.031250000000000000e-01,-3.743444616465875230e-01,2.981069079079498585e-02,-4.065417259969422159e-01,-1.386974295713267136e+00
-3.743444616465875230e-01,2.981069079079498585e-02,-4.065417259969422159e-01,-1.386974295713267136e+00,2.187500000000000000e-01,-3.784884962773615302e-01,1.584385206760338324e-02,-3.964088997649521939e-01,-1.378452180225013590e+00
-3.784884962773615302e-01,1.584385206760338324e-02,-3.964088997649521939e-01,-1.378452180225013590e+00,2.109375000000000000e-01,-3.822181274450581201e-01,1.119168310309662760e-03,-3.877936221818726881e-01,-1.473260715031834422e+00
-3.822181274450581201e-01,1.119168310309662760e-03,-3.877936221818726881e-01,-1.473260715031834422e+00,2.500000000000000000e-01,-3.865002965635246923e-01,-1.394990352848046906e-02,-3.976249515665417067e-01,-1.516936556909133982e+00
-3.865002965635246923e-01,-1.394990352848046906e-02,-3.976249515665417067e-01,-1.516936556909133982e+00,2.460937500000000000e-01,-3.900917932435287727e-01,-2.964131620813848650e-02,-3.860243674481211307e-01,-1.582982951943098904e+00
-3.900917932435287727e-01,-2.964131620813848650e-02,-3.860243674481211307e-01,-1.582982951943098904e+00,3.007812500000000000e-01,-3.939595588989178720e-01,-4.612871379039645142e-02,-3.750799972130376969e-01,-1.684183073366110284e+00
-3.939595588989178720e-01,-4.612871379039645142e-02,-3.750799972130376969e-01,-1.684183073366110284e+00,3.320312500000000000e-01,-3.976891900666145174e-01,-6.359430939080321088e-02,-3.732482385339065956e-01,-1.748098939528011764e+00
-3.976891900666145174e-01,-6.359430939080321088e-02,-3.732482385339065956e-01,-1.748098939528011764e+00,3.789062500000000000e-01,-4.012806867466187088e-01,-7.364254976284784204e-02,-3.602149475340952200e-01,-6.743123880080630350e-01
